Age,TransactionDate,AmountSpent,InteractionDate,LastLoginDate,LoginFrequency,Gender_M,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Furniture,ProductCategory_Groceries,InteractionType_Feedback,InteractionType_Inquiry,ResolutionStatus_Unresolved,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
1.2296280895906782,2022-03-27,1.1547119967986197,2022-03-31,2023-10-21,0.5757024663120962,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4265471238495815,2022-08-08,-1.3978895660155708,2022-03-17,2023-12-05,-1.4885126082490794,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.6585177462065699,2022-07-25,-0.3915062425561066,2022-08-24,2023-11-15,-1.6308722685636434,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.4615987119476666,2022-01-25,-1.0706420071384404,2022-11-18,2023-08-25,-1.7020520987209253,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.4615987119476666,2022-07-24,1.0196473624659443,2022-07-03,2023-10-27,1.0739612774130698,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.9014296991591727,2022-01-09,0.22775769248408978,2022-05-05,2023-09-17,-1.7020520987209253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.06776064342986,2022-09-16,0.41224482761805775,2022-04-29,2023-01-07,0.4333428059975324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.41136386256684915,2022-11-19,-0.3757616458722663,2022-09-13,2023-04-22,-0.6343546463616965,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.280084506394247,2022-10-08,-0.08395708042691993,2022-08-15,2023-06-27,-0.13609583526072297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.6234661581084848,2022-08-15,-1.4253543557465749,2022-10-28,2023-01-13,0.21980331552568663,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.7045106649002695,2022-09-17,1.1790702293363995,2022-01-26,2023-01-22,0.29098314568296857,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.14880515022164478,2022-07-09,0.24547918919998218,2022-11-29,2023-12-31,1.2163209377276336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.2646796776887634,2022-03-02,0.3311919263039381,2022-01-12,2023-07-05,-1.1326134574626698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.08316547213534368,2022-02-11,1.061656488147043,2022-07-27,2023-01-10,0.006263825053840878,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.08316547213534368,2022-07-31,-0.8988635150676619,2022-07-25,2023-06-15,1.2875007678849155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.8708416091709568,2022-12-01,-0.9133372474451834,2022-07-29,2023-03-15,1.0739612774130698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.5928780681202688,2022-12-22,-0.0812035410965623,2022-10-18,2023-09-03,-1.2749731177772337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.8357900210728716,2022-12-27,-1.4737178029592684,2022-02-04,2023-11-24,0.789241956783942,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.9014296991591727,2022-05-22,0.913883210751178,2022-06-30,2023-03-08,0.9316016170985059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.14880515022164478,2022-02-21,1.5726145428598353,2022-09-08,2023-08-15,-0.7055344765189784,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.3609074457632804,2022-08-12,-0.5227582839698252,2022-05-11,2023-06-16,-0.5631748162044145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.08316547213534368,2022-12-02,0.8511872383061097,2022-05-06,2023-05-06,1.1451411075703517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5426432187394513,2022-10-21,-0.6862055544769572,2022-11-08,2023-07-07,-0.4919949860471326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.7701503429865705,2022-07-04,0.39431152018444615,2022-11-28,2023-10-04,-0.990253797148106,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.01752579404904259,2022-08-31,-0.2327894114113841,2022-04-18,2023-02-15,0.0774436552111228,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8052019310846557,2022-12-21,-0.2398497686687116,2022-07-19,2023-09-29,1.3586805980421974,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1334003215161612,2022-05-25,-1.292690242881391,2022-01-07,2023-10-01,-0.2784554955752868,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.06776064342986,2022-08-11,0.7951280016829292,2022-08-06,2023-10-26,1.1451411075703517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.34572418448054804,2022-10-29,1.3831851576457381,2022-03-18,2023-09-02,0.5757024663120962,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.689105836194786,2022-08-09,-1.4915099032477337,2022-02-23,2023-07-12,0.860421786941224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6082828968257524,2022-07-03,-1.0516496461162295,2022-11-02,2023-08-17,-0.20727566541800488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.689105836194786,2022-10-18,-0.34448426322230535,2022-12-06,2023-01-06,1.5722200885140432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.3303193557750645,2022-10-24,-1.1735820159502757,2022-12-12,2023-05-19,-0.13609583526072297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6739225749120535,2022-10-25,0.07264164354060444,2022-06-13,2023-04-03,1.2875007678849155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.4265471238495815,2022-11-09,1.6306506795150677,2022-04-14,2023-05-23,-0.4919949860471326,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.6585177462065699,2022-07-06,-0.0849455304429459,2022-12-01,2023-02-11,-1.4173327780917975,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.47700354065315026,2022-06-10,0.6586512958987883,2022-09-13,2023-08-28,-1.6308722685636434,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6388709868139684,2022-07-13,0.005144628160553362,2022-04-14,2023-11-27,1.5010402583567612,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.08316547213534368,2022-09-26,-0.6452554823844575,2022-04-04,2023-01-20,0.006263825053840878,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.5578264800221837,2022-03-10,0.31332922244289935,2022-10-16,2023-10-14,-0.42081515588985063,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.689105836194786,2022-06-02,-1.1034020648124403,2022-06-18,2023-07-04,0.860421786941224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.24503291829616178,2022-06-11,1.5480444996043354,2022-05-09,2023-07-17,-1.1326134574626698,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.41136386256684915,2022-01-13,-1.4734353886689753,2022-05-30,2023-05-25,-0.06491600510344105,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
